hs6,description
030554,"dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, pacific saury, scads, capelin, swordfish, kawakawa, bonitos, marlins, sailfishes, spearfish"
030559,"fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
030561,"fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (clupea harengas, clupea pallasii)"
030562,"fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (gadus morhua, gadus ogac, gadus macrocephalus)"
030563,"fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (engrails spp.)"
030564,"fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, nile perch, and snakeheads"
030569,"fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
030571,"fish; edible offal, shark fins"
030572,"fish; edible offal, fish heads, tails and maws"
030579,"fish; edible offal, other than shark fins, fish heads, tails and maws"
030611,"crustaceans; frozen, rock lobsters and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030612,"crustaceans; frozen, lobsters (homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030614,"crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030615,"crustaceans; frozen, norway lobsters (nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030616,"crustaceans; frozen, cold-water shrimps and prawns (pandalus spp., crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030617,"crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030619,"crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
030631,"crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), in shell or not"
030632,"crustaceans; live, fresh or chilled, lobsters (homarus spp.), whether in shell or not"
030633,"crustaceans; live, fresh or chilled, crabs, whether in shell or not"
030634,"crustaceans; live, fresh or chilled, norway lobsters (nephrops norvegicus), in shell or not"
030635,"crustaceans; live, fresh or chilled, cold-water shrimps and prawns (pandalus spp., crangon crangon), in shell or not"
030636,"crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
030639,"crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not"
030691,"crustaceans; rock lobsters and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030692,"crustaceans; lobsters (homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030693,"crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030694,"crustaceans; norway lobsters (nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030695,"crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030699,"crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not"
030711,"molluscs; oysters, whether in shell or not, live, fresh or chilled"
030712,"molluscs; oysters, whether in shell or not, frozen"
030719,"molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process"
030721,"molluscs; scallops and other molluscs of the family pectinidae, whether in shell or not, live, fresh or chilled"
030722,"molluscs; scallops and other molluscs of the family pectinidae, whether in shell or not, frozen"
030729,"molluscs; scallops and other molluscs of the family pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030731,"molluscs; mussels (mytilus spp., perna spp.), whether in shell or not, live, fresh or chilled"
030732,"molluscs; mussels (mytilus spp., perna spp.), whether in shell or not, frozen"
030739,"molluscs; mussels (mytilus spp., perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030742,"molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled"
030743,"molluscs; cuttle fish and squid, whether in shell or not, frozen"
030749,"molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030751,"molluscs; octopus (octopus spp.), live, fresh or chilled"
030752,"molluscs; octopus (octopus spp.), frozen"
030759,"molluscs; octopus (octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030760,"molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030771,"molluscs; clams, cockles and ark shells (families arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae and veneridae), whether in shell or not, live, fresh or chilled"
030772,"molluscs; clams, cockles, ark shells (arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae and veneridae), whether in shell or not, frozen"
030779,"molluscs; clams, cockle, ark shells (families arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae, veneridae), whether in shell or not, dried, salted, in brine, smoked"
030781,"molluscs; abalone (haliotis spp.), whether in shell or not, live, fresh or chilled"
030782,"molluscs; stromboid conchs (strombus spp.), whether in shell or not, live, fresh or chilled"
030783,"molluscs; abalone (haliotis spp.), whether in shell or not, frozen"
030784,"molluscs; stromboid conchs (strombus spp.), whether in shell or not, frozen"
030787,"molluscs; abalone (haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030788,"molluscs; stromboid conchs (strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030791,"molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled"
030792,"molluscs; n.e.c. in heading 0307, whether in shell or not, frozen"
030799,"molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030811,"aquatic invertebrates; sea cucumbers (stichopus japonicus, holothuroidea), live, fresh or chilled"
030812,"aquatic invertebrates; sea cucumbers (stichopus japonicus, holothuroidea), frozen"
030819,"aquatic invertebrates; sea cucumbers (stichopus japonicus, holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process"
030821,"aquatic invertebrates; sea urchins (strongylocentrotus spp., paracentrotus lividus, loxechinus albus, echinus esculentus), live, fresh or chilled"
030822,"aquatic invertebrates; sea urchins (strongylocentrotus spp., paracentrotus lividus, loxechinus albus, echinus esculentus), frozen"
030829,"aquatic invertebrates; sea urchins (strongylocentrotus spp., paracentrotus lividus, loxechinus albus, echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
030830,"aquatic invertebrates; jellyfish (rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
030890,"aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking"
030910,"flours, meals and pellets of fish, fit for human consumption"
030990,"flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption"
040110,"dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%"
040120,"dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%"
040140,"dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
040150,"dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"
040210,"dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
040221,"dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040229,"dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040291,"dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040299,"dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040320,"dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa"
040390,"dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)"
040410,"dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter"
040490,"dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04"
040510,"dairy produce; derived from milk, butter"
040520,dairy produce; dairy spreads
040590,dairy produce; fats and oils derived from milk (other than butter or dairy spreads)
040610,"dairy produce; fresh cheese (including whey cheese), not fermented, and curd"
040620,"dairy produce; cheese of all kinds, grated or powdered"
040630,"dairy produce; cheese, processed (not grated or powdered)"
040640,"dairy produce; cheese, blue-veined and other cheese containing veins produced by penicillium roqueforti (not grated, powdered or processed)"
040690,"dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
040711,"birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species gallus domesticus (domestic hens)"
040719,"birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species gallus domesticus (domestic hens)"
040721,"birds' eggs, in shell; fresh, not for incubation, of fowls of the species gallus domesticus (domestic hens)"
040729,"birds' eggs, in shell; fresh, not for incubation, other than fowls of the species gallus domesticus (domestic hens)"
040790,"birds' eggs, in shell; preserved or cooked"
040811,"eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter"
040819,"eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
040891,"eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter"
040899,"eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter"
040900,honey; natural
041010,animal products; insects
041090,"animal products; edible products of animal origin, not elsewhere specified or included, other than insects"
050100,"animal products; hair, human, unworked, whether or not washed or scoured, and waste of human hair"
050210,"animal products; hair and bristles, of pigs, hogs or boars, and waste thereof"
050290,"animal products; badger hair and other brush making hair and waste of such bristles or hair, n.e.c. in heading no. 0502 (excluding horsehair)"
050400,"animal products; guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
